Client ID,Case ID#,Date Opened,Date Closed,County of Residence,Zip Code,ACE Gender,ACE Race/Ethnicity,Current Age,Total Annual Income ,Aware of ACE Before Calling,ACE Did you try to get legal representation in this case before today's hearing?,Disability in Household,Landlord Representation,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Move Options,Wants to Stay in Rental Unit,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Request a Continuance,ACE Case Handler,ACE Funding Source,Tenant's Goals (Same Day),Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Prevent Eviction Filing,Goal Status - Mitigate Damages,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Goal Status - Remediate Defective Conditions,Goal Status - Secure Monetary Relief,Goal Status - Avoid Subsidy Termination,Goal Status - Reduce Rent/Fee,Goal Status - Remedy Housing Discrimination,Goal Status - Obtain Accomodation,Goal Status - Recover Personal Property,Goal Status - Other Goal
1561906,24-0563958,7/9/2024,7/11/2024,Baltimore County,21244,Male,"African American or Black, not of Hispanic Origin",33,0,Yes,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,Yes,Friends/family – outside of MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance",Achieved,,,,,Planned,,,,,,,,
1561915,24-0563963,7/9/2024,7/11/2024,Baltimore County,21228,Male,"African American or Black, not of Hispanic Origin",41,0,No,"No, I received materials about ACE, but didn’t understand them.",No,Represented by agent,Failure to pay rent,,No,Hotel/motel,Yes,"Delayed eviction, providing time to seek alternative housing",,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Secure rent assistance, Secure time to move (30 days or more)",Achieved,,Achieved,,Achieved,Planned,,,,,,,,
1561926,24-0563968,7/9/2024,7/11/2024,Baltimore County,21244,Female,"African American or Black, not of Hispanic Origin",43,0,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Secure monetary relief, Secure rent assistance",Achieved,,Achieved,,,Planned,,Planned,,,,,,
1561929,24-0563970,7/9/2024,8/22/2024,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",45,0,No,"Yes, and the legal services provider told me to see them at court",Yes,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1561936,24-0563975,7/9/2024,7/10/2024,Baltimore City,21229,Female,"African American or Black, not of Hispanic Origin",28,0,No,"No, I found out about it in court",No,,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance, Secure time to move (30 days or more)",Planned,,,,Achieved,Planned,,,,,,,,
1561941,24-0563979,7/9/2024,7/10/2024,Baltimore County,21207,Female,"African American or Black, not of Hispanic Origin",47,0,No,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Avoid subsidy termination, Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Achieved,,,,,,Achieved,,,,,
1561958,24-0563986,7/9/2024,8/13/2024,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",24,0,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1561978,24-0563994,7/9/2024,9/29/2024,Washington County,21740,Female,"White, not of Hispanic Origin",42,26880,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1562014,24-0564009,7/9/2024,8/15/2024,Baltimore County,21244,Male,"African American or Black, not of Hispanic Origin",35,0,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure rent assistance",Not achieved,,,,,Planned,,,,,,,,
1562069,24-0564028,7/9/2024,8/7/2024,Baltimore County,21244,Male,"African American or Black, not of Hispanic Origin",48,33600,No,"No, I found out about it in court",No,,Failure to pay rent,,No,Hotel/motel,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Remediate defective conditions, Secure monetary relief",,,Goal changed,,,,Goal changed,Goal changed,,,,,,
1562185,24-0564072,7/9/2024,7/12/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",23,0,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,No,Other,Prefer not to answer,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1562195,24-0564075,7/9/2024,9/9/2024,Charles County,20602,Female,"African American or Black, not of Hispanic Origin",38,15972,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Prevent involuntary move",Not achieved,Achieved,,,,,,,,,,,,
1562200,24-0564077,7/9/2024,8/7/2024,Baltimore County,21030,Female,"White, not of Hispanic Origin",55,0,Yes,"Yes, and the legal services provider told me to see them at court",Not asked,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1562208,24-0564080,7/9/2024,7/24/2024,Baltimore County,21204,Female,"African American or Black, not of Hispanic Origin",27,18000,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by attorney,Failure to pay rent,,Yes,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1562327,24-0564155,7/10/2024,9/14/2024,Frederick County,21702,Male,"White, not of Hispanic Origin",77,21600,Yes,,No,Represented by agent,Breach of lease,,,Unknown,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Achieved,,,,,,,,,,,
1562337,24-0564160,7/10/2024,7/19/2024,Montgomery County,20877,Female,Asian or Pacific Islander,48,36000,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by attorney,Holdover,,,Unknown,Yes,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Secure time to move (30 days or more)",Achieved,,Not achieved,,Achieved,,,,,,,,,
1562355,24-0564172,7/10/2024,8/29/2024,Montgomery County,20878,Female,"African American or Black, not of Hispanic Origin",53,29268,No,"No, I found out about it in court",No,Represented by attorney,Holdover,,,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1562378,24-0564179,7/10/2024,7/17/2024,Baltimore County,21220,Female,"African American or Black, not of Hispanic Origin",40,24000,Yes,,Prefer not to respond,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,Achieved,,,,,,,,,,,,
1562474,24-0564221,7/10/2024,7/30/2024,Montgomery County,20850,Female,"White, not of Hispanic Origin",42,0,No,"No, I found out about it in court",No,Self-represented,Holdover,,,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,Achieved,,,,,,,,,
1562484,24-0564225,7/10/2024,7/30/2024,Montgomery County,20906,Female,Other,34,24000,No,"No, I found out about it in court",No,,Holdover,,,Unknown,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent eviction judgment, Secure time to move (30 days or more)",Not achieved,,,,Achieved,,,,,,,,,
1562501,24-0564233,7/10/2024,9/6/2024,St. Mary's County,20653,Female,"African American or Black, not of Hispanic Origin",34,1200,No,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1562545,24-0564250,7/9/2024,7/11/2024,Calvert County,20657,Male,"African American or Black, not of Hispanic Origin",42,48400,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Other client goal (please specify),,,,,,,,,,,,,,Achieved
1562571,24-0564257,7/9/2024,10/4/2024,Charles County,20616,Female,"African American or Black, not of Hispanic Origin",25,24050,No,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1562612,24-0564278,7/10/2024,8/1/2024,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",38,35308,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,No,Other,Yes,"Delayed eviction, providing time to seek alternative housing",,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1562694,24-0564320,7/11/2024,7/25/2024,Montgomery County,20878,Female,"African American or Black, not of Hispanic Origin",53,4200,Yes,"Yes, and the legal services provider told me to see them at court",Yes,,Holdover,,,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1562714,24-0564329,7/11/2024,8/29/2024,Montgomery County,20878,Female,"African American or Black, not of Hispanic Origin",35,9600,No,"No, I found out about it in court",Yes,Represented by attorney,Holdover,,,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance but it was denied",In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1562787,24-0564364,7/11/2024,8/7/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",26,9100,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",Yes,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,"Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,Planned,,,Planned,Planned,,,,,,,,
1562831,24-0564379,7/11/2024,7/12/2024,Baltimore County,21234,Female,"African American or Black, not of Hispanic Origin",27,18000,Yes,"Yes, and the legal services provider told me to see them at court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Not achieved,,,,,,,,,,,,,
1562836,24-0564383,7/11/2024,7/25/2024,Montgomery County,20850,Male,"African American or Black, not of Hispanic Origin",68,11160,No,"No, I found out about it in court",No,Represented by attorney,Other,Wrongful Detainer,,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Planned,,,,,,,,,
1562848,24-0564389,7/11/2024,8/7/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",30,38400,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Represented by agent,Failure to pay rent,,Yes,Another apartment,Already vacated,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
