Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1545510,,24-0555489,5/7/2024,5/24/2024,21205,Baltimore City,Female,"African American or Black, not of Hispanic Origin",31,English,No,,1,0,8000,Other,No, ,,No,Other,No,,1100,Constructive eviction,,,,,,"Infestation or pests, Plumbing leaks (including sewer/sewage issues), Wall/ceiling/floor damage",,,,Less than 1 year,No,Unknown,No,,No,,,,,,,,Other client goal (please specify),Wants to leave,,,,,,,,,,,,,,,0,Not applicable to this case,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545605,,24-0555531,5/7/2024,6/24/2024,20904,Montgomery County,Female,"African American or Black, not of Hispanic Origin",62,English,,No,2,0,4800,Other,No,No.,,No,District Court,No,,1300,Failure to pay rent,,No,I believe I am current on my rent,1 month,,,,,,1-2 years,Yes,Another apartment,No,,Already vacated,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by agent,"Prevent eviction filing, Prevent eviction judgment",,,,,,Achieved,Achieved,,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Moved,More than 90 days,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545642,,24-0555552,5/8/2024,6/10/2024,21811,Worcester County,Female,"African American or Black, not of Hispanic Origin",43,English,No,,1,3,38898,"Income from their employment, SSI or SSD",Yes, ,,No,Other,No,,652,Failure to pay rent,,Yes,I believe I am current on my rent,2 months,,,,,,10+ years,Yes,Unknown,No,,Yes,,,,Project-based Section 8,,,,"Prevent eviction filing, Reduce rent/fee",,,,,,Achieved,,,,Achieved,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Negotiation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Prevented eviction filing",,In-house staff,ACE Special Fund
1545710,,24-0555613,5/8/2024,5/24/2024,20746,Prince George's County,Male,Prefer not to respond,30,English,No,,2,1,3600,Income from their employment,No, ,,Yes,,,,3000,Failure to pay rent,,Unsure,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Unknown,No,,Yes,Yes,Pending/Unsure,,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545749,,24-0555628,5/8/2024,10/4/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",72,English,,No,1,0,31162.56,"Pension, SSI or SSD",No,No.,,Yes,,No,,777,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,3-5 years,No,Not asked,Yes,Yes,Yes,No,,Not asked,,,Not asked,Represented by agent,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545866,,24-0555686,5/8/2024,6/20/2024,21045,Howard County,Male,"African American or Black, not of Hispanic Origin",37,English,No,,1,0,7284,SSI or SSD,Yes,No.,,Yes,,Yes,Yes,0,Subsidy termination,,,,,,,,,,1-2 years,Yes,Friends/family – in MD,No,,Already vacated,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Represented by attorney,"Avoid subsidy termination, Prevent eviction judgment",,Achieved,,,,,Achieved,,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Moved,More than 90 days,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Obtained representation in housing defensive litigation, Prevented denial of public or subsidized housing tenant's rights, Prevented termination of housing subsidy",,In-house staff,ACE Special Fund
1545891,,24-0555695,5/8/2024,6/30/2024,21713,Washington County,Female,"White, not of Hispanic Origin",54,English,No,,1,0,18544.5,Income from their employment,No,No.,,Yes,,No,,500,Failure to pay rent,,Yes,6 or more months,6 or more months,Competing expense,,,,"Yes, some of it",,No,Unknown,Yes,Yes,Yes,No,,"I tried, but funds were not available",,,No,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1545983,,24-0555736,5/8/2024,5/28/2024,20876,Montgomery County,Female,Hispanic,27,English,Yes,Yes,1,2,31200,Income from their employment,Yes,No.,,No,District Court,No,,2600,Failure to pay rent,,No,I believe I am current on my rent,1 month,,Other,No issues  noted. client no longer lived there.,,,1-2 years,No,Friends/family – in MD,No,,Already vacated,No,,Not asked,,,Not asked,Represented by attorney,"Mitigate damages, Prevent eviction filing, Prevent eviction judgment",,,Achieved,,,Achieved,Achieved,,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Moved,More than 90 days,,Representation in Judicial Litigation,,,"Obtained other benefit for tenant, Obtained reasonable accommodation, Obtained representation in housing administrative proceeding, Obtained representation in housing defensive litigation, Prevented eviction from other housing",Prevented further discrimination in judicial proceedings.,In-house staff,ACE Special Fund
1545986,,24-0555739,5/8/2024,7/31/2024,21502,Allegany County,Male,Prefer not to respond,54,English,,No,2,0,12084,SSI or SSD,No, ,,,,Yes,No,600,Holdover,,,,,,"Electrical issues, Exterior damage (roofing, siding, gutters), Plumbing leaks (including sewer/sewage issues), Unstable or damaged flooring or carpet, Wall/ceiling/floor damage, Water damage",,,,6-9 years,No,Other,No,,No,No,,Not asked,,,,,Secure time to move (30 days or more),,,,,,,,,,,,,,Not achieved,,0,No,Moved,Less than 30 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1546028,,24-0555750,5/3/2024,5/24/2024,20710,Prince George's County,Male,"African American or Black, not of Hispanic Origin",45,English,No,,1,0,0,No income,No,No.,,Yes,,No,,1617,Failure to pay rent,,Yes,4 months,4 months,Not asked,,,,"Yes, some of it",3-5 years,Yes,Not asked,Yes,Yes,Yes,Yes,Approved,,Low Income Housing Tax Credit (LIHTC),,Yes,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1546124,,24-0555807,5/9/2024,6/23/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",67,English,,,1,0,10116,SSI or SSD,No, ,,,,Yes,,0,Failure to pay rent,,Yes,,,,,,,,,,Unknown,,,Yes,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,negotiated payment agreement,In-house staff,ACE Special Fund
1546142,,24-0555816,5/9/2024,5/26/2024,21229,Baltimore City,Female,"African American or Black, not of Hispanic Origin",53,English,No,,2,1,21736,Income from their employment,Yes,No.,,Yes,,No,,1728,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",6-9 years,No,Unknown,Yes,No,No,Yes,Denied,,,,,,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546178,,24-0555828,5/9/2024,5/26/2024,20747,Prince George's County,Female,Hispanic,22,English,No,,1,0,0,No income,Not asked, ,,Yes,,No,,1500,Failure to pay rent,,No,4 months,4 months,Other,,,,No,3-5 years,No,Another apartment,No,,Already vacated,Not asked,,,,,,,Mitigate damages,,,Planned,,,,,,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546235,,24-0555849,5/9/2024,5/28/2024,20832,Montgomery County,Female,"African American or Black, not of Hispanic Origin",55,English,,,1,0,14728.92,SSI or SSD,Not asked,No.,,Yes,,Not asked,,0,Failure to pay rent,,Unsure,,,,,,,,,,Street/unsheltered,Not asked,,Yes,,,,,,,Self-represented,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1546255,,24-0555860,5/9/2024,5/26/2024,21132,Harford County,Female,"White, not of Hispanic Origin",43,English,No,,3,3,21600,Pension,Not asked, ,,No,Other,No,,1300,Holdover,,,,,,,,,,3-5 years,No,Unknown,No,,No,,,,,,No,,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546256,,24-0555861,5/9/2024,6/30/2024,21040,Harford County,Female,"African American or Black, not of Hispanic Origin",52,English,No,,2,0,0,No income,Yes,No.,,No,Harford County Housing Agency,No,,532,Failure to pay rent,,,,,,,,,,3-5 years,Yes,Shelter,Yes,No,Yes,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by agent,Avoid subsidy termination,,Achieved,,,,,,,,,,,,,,0,No,Stayed,,,Representation in Administrative Proceedings,,,Obtained representation in housing administrative proceeding,,In-house staff,ACE Special Fund
1546302,,24-0555883,5/10/2024,5/24/2024,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,3,10320,Temporary Cash Assistance (TCA),No,No.,,Yes,,Not asked,,1545,Failure to pay rent,,Yes,I believe I am current on my rent,2 months,,,,,,Less than 1 year,No,Not asked,Yes,Yes,Yes,Not asked,,,,,,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546341,,24-0555896,5/9/2024,6/10/2024,21208,Baltimore County,Male,"African American or Black, not of Hispanic Origin",65,English,,No,1,0,13584,SSI or SSD,Yes,No.,,Yes,,Yes,Not asked,300,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,10+ years,Yes,Friends/family – in MD,Yes,Yes,Already vacated,Yes,Approved,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Yes,Represented by agent,"Avoid subsidy termination, Secure time to move (30 days or more)",,Achieved,,,,,,,,,,,,Achieved,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Not asked,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1546345,,24-0555897,5/9/2024,6/6/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",44,English,,,1,0,0,No income,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,0,Failure to pay rent,,Yes,3 months,2 months,"Denied benefits / lost benefits, Job loss or reduced/inconsistent hours","Wall/ceiling/floor damage, Water damage",,,,,No,Street/unsheltered,,,Prefer not to answer,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1546439,,24-0555996,5/10/2024,5/27/2024,21218,Baltimore City,Female,"African American or Black, not of Hispanic Origin",41,English,No,,2,1,34128,SSI or SSD,No,No.,,No,Other,No,,560,Holdover,,,,,,,,,,3-5 years,No,Another apartment,No,,No,No,,,,,No,Self-represented,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,Not applicable to this case,,,,Document Preparation,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546440,,24-0555997,5/10/2024,8/29/2024,21502,Allegany County,Female,"White, not of Hispanic Origin",23,English,No,,1,1,0,No income,Not asked, ,,,,Not asked,,0,Failure to pay rent,,Yes,I believe I am current on my rent,,,,,,,Less than 1 year,Yes,Not asked,Not asked,,Not asked,Not asked,,,Public Housing,,Not asked,Self-represented,Reduce rent/fee,,,,,,,,,,Planned,,,,,,0,,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546494,,24-0556021,5/10/2024,11/19/2024,20724,Prince George's County,Female,Prefer not to respond,31,English,No,,1,3,46780,"Child support, Income from their employment",Yes, ,,,,Not asked,,2125,Failure to pay rent,,Yes,4 months,3 months,Not asked,,,,Not asked,Less than 1 year,No,Another apartment,Yes,Yes,No,No,,Not asked,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Not achieved,,,,,,Achieved,,0,No,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1546550,,24-0556043,5/10/2024,6/28/2024,20855,Montgomery County,Male,Other,67,English,,No,3,0,60000,Pension,No,No.,,No,District Court,Yes,No,2300,Failure to pay rent,,No,4 months,6 or more months,Withheld rent due to conditions issues,Mold,,Yes,No,3-5 years,No,Another apartment,No,,Already vacated,No,,Not asked,,,,Self-represented,Other client goal (please specify),"CL wanted to establish a RESC because of unlivable conditions, secure time to move out, avoid a money judgement",,,,,,,,,,,,,,,0,No,Moved,Less than 30 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1546590,,24-0556059,5/10/2024,6/4/2024,21701,Frederick County,Female,"African American or Black, not of Hispanic Origin",60,English,,No,1,0,0,No income,Yes,No.,,Yes,,No,,918,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",Less than 1 year,No,Street/unsheltered,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1546608,,24-0556066,5/10/2024,7/10/2024,21702,Frederick County,Male,Hispanic,30,Spanish,Yes,No,1,3,35880,Income from their employment,No,No.,,Yes,,No,,1780,Failure to pay rent,,Yes,1 month,1 month,Not asked,,,,"Yes, some of it",Less than 1 year,No,Friends/family – in MD,Not asked,,Yes,Yes,Pending/Unsure,,,,No,Represented by agent,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,No,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546623,,24-0556071,5/10/2024,7/3/2024,21750,Washington County,Female,"White, not of Hispanic Origin",65,English,,,1,0,11556,SSI or SSD,No, ,,,,Yes,,0,Failure to pay rent,,Yes,,,,,,,,,,Street/unsheltered,,,No,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,No,Moved,Less than 30 days,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1546682,,24-0556104,5/10/2024,5/28/2024,20724,Anne Arundel County,Male,"African American or Black, not of Hispanic Origin",39,English,,No,1,0,30000,Income from their employment,Not asked,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,1370,Failure to pay rent,,Yes,2 months,2 months,Competing expense,,,,"Yes, some of it",Less than 1 year,No,Not asked,No,,Yes,No,,Other,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546755,,24-0556139,5/10/2024,8/20/2024,21701,Frederick County,Female,"White, not of Hispanic Origin",39,English,,No,1,1,42000,Income from their employment,No, ,,,,No,,0,Constructive eviction,,,,,,,,,,1-2 years,No,Another apartment,No,,Already vacated,No,,I did not know how to apply,,,No,Represented by attorney,"Prevent involuntary move, Recover personal property, Secure time to move (30 days or more)",,,,,,,,,,,,,,Achieved,,0,,,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1546867,,24-0556193,5/10/2024,6/4/2024,21740,Washington County,Female,Multiracial,31,English,No,,1,1,27716,Income from their employment,No,No.,,Yes,,No,,900,Failure to pay rent,,Yes,2 months,3 months,Unexpected expense,,,,"Yes, some of it",1-2 years,No,Friends/family – in MD,No,,Yes,Yes,Pending/Unsure,,,,Not asked,Self-represented,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1546903,,24-0556229,5/13/2024,6/21/2024,20874,Montgomery County,Female,"African American or Black, not of Hispanic Origin",49,English,No,,1,0,4440,Other,No,No.,,No,District Court,No,,1668,Failure to pay rent,,Yes,5 months,5 months,Job loss or reduced/inconsistent hours,Other,Utilities issue,,No,3-5 years,No,Other,No,,Yes,No,,I did not know rental assistance was available,,,No,Represented by attorney,Prevent involuntary move,,,,,,,,Not achieved,,,,,,,,0,No,Moved,30-60 days,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1546934,,24-0556242,5/13/2024,6/29/2024,21202,Baltimore City,Female,"African American or Black, not of Hispanic Origin",34,English,,No,1,1,6600,Other,Yes,No.,,No,District Court,No,,0,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,Electrical issues,,,,1-2 years,Yes,Not asked,Yes,Yes,Yes,No,,I did not qualify,Project-based Section 8,,No,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Negotiation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
